start_timestamp,sequence,cat,class_product,size,class_weight,start_timestamp,seconds
2021-01-10 15:23:38,Calendar Email Utilities Utliities,G,3,4,2.0,2021-01-10 15:23:38,29.0
2021-01-10 15:38:09,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-10 15:38:09,10.0
2021-01-10 15:52:40,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2021-01-10 15:52:40,178.0
2021-01-10 16:07:10, Social News,P,1,3,0.5,2021-01-10 16:07:10,36.0
2021-01-10 16:21:41,Utilities Shopping News,N,2,3,1.0,2021-01-10 16:21:41,14.0
2021-01-10 16:36:11,Utilities Shopping News,N,2,3,1.0,2021-01-10 16:36:11,19.0
2021-01-10 16:50:42,Utilities News Social,N,2,3,1.0,2021-01-10 16:50:42,41.0
2021-01-10 17:05:13,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2021-01-10 17:05:13,67.0
2021-01-10 17:19:43,Utilities News Social,N,2,3,1.0,2021-01-10 17:19:43,29.0
2021-01-10 17:34:14,Utilities Shopping News,N,2,3,1.0,2021-01-10 17:34:14,196.0
2021-01-10 17:48:44,Utilities Shopping News,N,2,3,1.0,2021-01-10 17:48:44,13.0
2021-01-10 18:03:15,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-10 18:03:15,75.0
2021-01-10 18:17:46,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2021-01-10 18:17:46,20.0
2021-01-10 18:32:16,News Shopping  Browsers Social ,P,1,6,1.0,2021-01-10 18:32:16,78.0
2021-01-10 18:46:47,Utilities Shopping News,P,1,3,0.5,2021-01-10 18:46:47,2.0
2021-01-10 19:01:17,Utilities Shopping News,P,1,3,0.5,2021-01-10 19:01:17,50.0
2021-01-10 19:15:48,Utilities News Social,N,2,3,1.0,2021-01-10 19:15:48,122.0
2021-01-10 19:30:19, Social News,P,1,3,0.5,2021-01-10 19:30:19,71.0
2021-01-10 19:44:49,Utilities News Social,N,2,3,1.0,2021-01-10 19:44:49,1.0
2021-01-10 19:59:20,Utilities Photos Music Social News ,N,2,6,2.0,2021-01-10 19:59:20,21.0
2021-01-10 20:13:50,Utilities News Social,P,1,3,0.5,2021-01-10 20:13:50,45.0
2021-01-10 20:28:21,Utilities Photos Music Social News ,N,2,6,2.0,2021-01-10 20:28:21,171.0
2021-01-10 20:42:52, Social News,P,1,3,0.5,2021-01-10 20:42:52,120.0
2021-01-10 20:57:22,Utilities News Social,P,1,3,0.5,2021-01-10 20:57:22,54.0
2021-01-10 21:11:53,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-10 21:11:53,124.0
2021-01-10 21:26:23,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-10 21:26:23,6.0
2021-01-10 21:40:54,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-10 21:40:54,187.0
2021-01-10 21:55:25,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2021-01-10 21:55:25,68.0
2021-01-10 22:09:55,Utilities Shopping News,P,1,3,0.5,2021-01-10 22:09:55,44.0
2021-01-10 22:24:26,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-10 22:24:26,74.0
2021-01-10 22:38:56,Utilities News Social,N,2,3,1.0,2021-01-10 22:38:56,157.0
2021-01-10 22:53:27,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-10 22:53:27,174.0
2021-01-10 23:07:58,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-10 23:07:58,70.0
2021-01-10 23:22:28,Utilities Shopping News,P,1,3,0.5,2021-01-10 23:22:28,206.0
2021-01-10 23:36:59,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2021-01-10 23:36:59,88.0
2021-01-10 23:51:29,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-10 23:51:29,116.0
2021-01-11 00:06:00,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-11 00:06:00,103.0
2021-01-11 00:20:31,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 00:20:31,255.0
2021-01-11 00:35:01,Utilities Shopping News,N,2,3,1.0,2021-01-11 00:35:01,166.0
2021-01-11 00:49:32,Utilities News Social,P,1,3,0.5,2021-01-11 00:49:32,48.0
2021-01-11 01:04:02,Utilities News Social,P,1,3,0.5,2021-01-11 01:04:02,175.0
2021-01-11 01:18:33,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-11 01:18:33,203.0
2021-01-11 01:33:04, Social News,P,1,3,0.5,2021-01-11 01:33:04,177.0
2021-01-11 01:47:34,Intelligence Email File Writing,G,3,4,2.0,2021-01-11 01:47:34,137.0
2021-01-11 02:02:05, Social News,N,2,3,1.0,2021-01-11 02:02:05,22.0
2021-01-11 02:16:35,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-11 02:16:35,135.0
2021-01-11 02:31:06,Calendar Email Utilities Utliities,G,3,4,2.0,2021-01-11 02:31:06,9.0
2021-01-11 02:45:37, Social News,P,1,3,0.5,2021-01-11 02:45:37,85.0
2021-01-11 03:00:07,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-11 03:00:07,86.0
2021-01-11 03:14:38, Social News,P,1,3,0.5,2021-01-11 03:14:38,75.0
2021-01-11 03:29:08, Social News,N,2,3,1.0,2021-01-11 03:29:08,40.0
2021-01-11 03:43:39,Calendar Email Utilities Utliities,G,3,4,2.0,2021-01-11 03:43:39,51.0
2021-01-11 03:58:10,Utilities News Social,P,1,3,0.5,2021-01-11 03:58:10,20.0
2021-01-11 04:12:40, Social News,P,1,3,0.5,2021-01-11 04:12:40,42.0
2021-01-11 04:27:11,News Shopping  Browsers Social ,P,1,6,1.0,2021-01-11 04:27:11,28.0
2021-01-11 04:41:41,Utilities News Social,P,1,3,0.5,2021-01-11 04:41:41,81.0
2021-01-11 04:56:12,News Shopping  Browsers Social ,P,1,6,1.0,2021-01-11 04:56:12,168.0
2021-01-11 05:10:43,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 05:10:43,129.0
2021-01-11 05:25:13,Intelligence Email File Writing,G,3,4,2.0,2021-01-11 05:25:13,79.0
2021-01-11 05:39:44,Utilities Shopping News,N,2,3,1.0,2021-01-11 05:39:44,98.0
2021-01-11 05:54:14,Utilities Photos Music Social News ,N,2,6,2.0,2021-01-11 05:54:14,31.0
2021-01-11 06:08:45,News Shopping  Browsers Social ,P,1,6,1.0,2021-01-11 06:08:45,99.0
2021-01-11 06:23:16,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2021-01-11 06:23:16,132.0
2021-01-11 06:37:46,Intelligence Email File Writing,G,3,4,2.0,2021-01-11 06:37:46,11.0
2021-01-11 06:52:17,Utilities News Social,P,1,3,0.5,2021-01-11 06:52:17,21.0
2021-01-11 07:06:47,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 07:06:47,163.0
2021-01-11 07:21:18,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 07:21:18,99.0
2021-01-11 07:35:49,Utilities Shopping News,N,2,3,1.0,2021-01-11 07:35:49,80.0
2021-01-11 07:50:19, Social News,N,2,3,1.0,2021-01-11 07:50:19,0.0
2021-01-11 08:04:50, Social News,P,1,3,0.5,2021-01-11 08:04:50,155.0
2021-01-11 08:19:20,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-11 08:19:20,203.0
2021-01-11 08:33:51,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-11 08:33:51,176.0
2021-01-11 08:48:22,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 08:48:22,56.0
2021-01-11 09:02:52, Social News,P,1,3,0.5,2021-01-11 09:02:52,53.0
2021-01-11 09:17:23,Intelligence Email File Writing,G,3,4,2.0,2021-01-11 09:17:23,31.0
2021-01-11 09:31:53,Utilities Shopping News,P,1,3,0.5,2021-01-11 09:31:53,61.0
2021-01-11 09:46:24,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-11 09:46:24,180.0
2021-01-11 10:00:55,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 10:00:55,2.0
2021-01-11 10:15:25,Utilities News Social,P,1,3,0.5,2021-01-11 10:15:25,9.0
2021-01-11 10:29:56,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-11 10:29:56,101.0
2021-01-11 10:44:26,Utilities News Social,P,1,3,0.5,2021-01-11 10:44:26,14.0
2021-01-11 10:58:57,Utilities News Social,N,2,3,1.0,2021-01-11 10:58:57,99.0
2021-01-11 11:13:28,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-11 11:13:28,174.0
2021-01-11 11:27:58,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-11 11:27:58,76.0
2021-01-11 11:42:29,Utilities News Social,N,2,3,1.0,2021-01-11 11:42:29,35.0
2021-01-11 11:56:59,News Shopping  Browsers Social ,N,2,6,2.0,2021-01-11 11:56:59,48.0
2021-01-11 12:11:30,Utilities Shopping News,N,2,3,1.0,2021-01-11 12:11:30,145.0
2021-01-11 12:26:01,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2021-01-11 12:26:01,85.0
2021-01-11 12:40:31,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-11 12:40:31,107.0
2021-01-11 12:55:02,Utilities Shopping News,P,1,3,0.5,2021-01-11 12:55:02,41.0
2021-01-11 13:09:32,Utilities News Social,N,2,3,1.0,2021-01-11 13:09:32,50.0
2021-01-11 13:24:03,Utilities News Social,N,2,3,1.0,2021-01-11 13:24:03,113.0
2021-01-11 13:38:34,Intelligence Email File Writing,G,3,4,2.0,2021-01-11 13:38:34,124.0
2021-01-11 13:53:04,Utilities News Social,P,1,3,0.5,2021-01-11 13:53:04,130.0
2021-01-11 14:07:35,Calendar Email Utilities Portal,G,3,4,2.0,2021-01-11 14:07:35,153.0
2021-01-11 14:22:05,Utilities Shopping News,N,2,3,1.0,2021-01-11 14:22:05,57.0
2021-01-11 14:36:36,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-11 14:36:36,92.0
2021-01-11 14:51:07,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 14:51:07,78.0
2021-01-11 15:05:37,Intelligence Email File Writing,G,3,4,2.0,2021-01-11 15:05:37,51.0
2021-01-11 15:20:08, Social News,N,2,3,1.0,2021-01-11 15:20:08,113.0
2021-01-11 15:34:38,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-11 15:34:38,126.0
2021-01-11 15:49:09,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-11 15:49:09,31.0
2021-01-11 16:03:40, Social News,N,2,3,1.0,2021-01-11 16:03:40,29.0
2021-01-11 16:18:10,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-11 16:18:10,129.0
2021-01-11 16:32:41,Utilities News Social,N,2,3,1.0,2021-01-11 16:32:41,262.0
2021-01-11 16:47:11,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 16:47:11,23.0
2021-01-11 17:01:42, Social News,P,1,3,0.5,2021-01-11 17:01:42,34.0
2021-01-11 17:16:13,Utilities News Social,P,1,3,0.5,2021-01-11 17:16:13,141.0
2021-01-11 17:30:43,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2021-01-11 17:30:43,104.0
2021-01-11 17:45:14,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 17:45:14,48.0
2021-01-11 17:59:44,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-11 17:59:44,58.0
2021-01-11 18:14:15,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 18:14:15,2.0
2021-01-11 18:28:46, Social News,P,1,3,0.5,2021-01-11 18:28:46,164.0
2021-01-11 18:43:16,Utilities News Social,P,1,3,0.5,2021-01-11 18:43:16,0.0
2021-01-11 18:57:47, Social News,P,1,3,0.5,2021-01-11 18:57:47,117.0
2021-01-11 19:12:17,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 19:12:17,88.0
2021-01-11 19:26:48,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 19:26:48,6.0
2021-01-11 19:41:19,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 19:41:19,83.0
2021-01-11 19:55:49,Utilities News Social,N,2,3,1.0,2021-01-11 19:55:49,21.0
2021-01-11 20:10:20,Utilities Shopping News,N,2,3,1.0,2021-01-11 20:10:20,44.0
2021-01-11 20:24:50,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-11 20:24:50,7.0
2021-01-11 20:39:21,Intelligence Email File Writing,G,3,4,2.0,2021-01-11 20:39:21,121.0
2021-01-11 20:53:52,Utilities Shopping News,N,2,3,1.0,2021-01-11 20:53:52,27.0
2021-01-11 21:08:22,Utilities Photos Music Social News ,N,2,6,2.0,2021-01-11 21:08:22,87.0
2021-01-11 21:22:53,News Shopping  Browsers Social ,N,2,6,2.0,2021-01-11 21:22:53,6.0
2021-01-11 21:37:23,Intelligence Email File Writing,G,3,4,2.0,2021-01-11 21:37:23,119.0
2021-01-11 21:51:54,Utilities News Social,N,2,3,1.0,2021-01-11 21:51:54,119.0
2021-01-11 22:06:25,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 22:06:25,96.0
2021-01-11 22:20:55,Utilities Shopping News,N,2,3,1.0,2021-01-11 22:20:55,65.0
2021-01-11 22:35:26,Utilities Shopping News,P,1,3,0.5,2021-01-11 22:35:26,8.0
2021-01-11 22:49:56,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-11 22:49:56,50.0
2021-01-11 23:04:27,News Shopping  Browsers Social ,P,1,6,1.0,2021-01-11 23:04:27,140.0
2021-01-11 23:18:58,Utilities News Social,P,1,3,0.5,2021-01-11 23:18:58,125.0
2021-01-11 23:33:28,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-11 23:33:28,64.0
2021-01-11 23:47:59,Calendar Email Utilities Utliities,G,3,4,2.0,2021-01-11 23:47:59,46.0
2021-01-12 00:02:29,Utilities News Social,N,2,3,1.0,2021-01-12 00:02:29,11.0
2021-01-12 00:17:00, Social News,N,2,3,1.0,2021-01-12 00:17:00,11.0
2021-01-12 00:31:31,Utilities Photos Music Social News ,N,2,6,2.0,2021-01-12 00:31:31,20.0
2021-01-12 00:46:01,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-12 00:46:01,143.0
2021-01-12 01:00:32,Utilities News Social,P,1,3,0.5,2021-01-12 01:00:32,153.0
2021-01-12 01:15:02,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-12 01:15:02,142.0
2021-01-12 01:29:33, Social News,P,1,3,0.5,2021-01-12 01:29:33,59.0
2021-01-12 01:44:04,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-12 01:44:04,29.0
2021-01-12 01:58:34, Social News,P,1,3,0.5,2021-01-12 01:58:34,36.0
2021-01-12 02:13:05,Utilities News Social,P,1,3,0.5,2021-01-12 02:13:05,17.0
2021-01-12 02:27:35,Utilities News Social,N,2,3,1.0,2021-01-12 02:27:35,44.0
2021-01-12 02:42:06,Utilities News Social,N,2,3,1.0,2021-01-12 02:42:06,6.0
2021-01-12 02:56:37,Utilities News Social,N,2,3,1.0,2021-01-12 02:56:37,97.0
2021-01-12 03:11:07,Utilities News Social,P,1,3,0.5,2021-01-12 03:11:07,28.0
2021-01-12 03:25:38,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2021-01-12 03:25:38,8.0
2021-01-12 03:40:08,Utilities News Social,P,1,3,0.5,2021-01-12 03:40:08,37.0
2021-01-12 03:54:39, Social News,P,1,3,0.5,2021-01-12 03:54:39,67.0
2021-01-12 04:09:10,Utilities Shopping News,P,1,3,0.5,2021-01-12 04:09:10,33.0
2021-01-12 04:23:40,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-12 04:23:40,186.0
2021-01-12 04:38:11,News Shopping  Browsers Social ,P,1,6,1.0,2021-01-12 04:38:11,7.0
2021-01-12 04:52:41,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2021-01-12 04:52:41,32.0
2021-01-12 05:07:12,Utilities Shopping News,P,1,3,0.5,2021-01-12 05:07:12,134.0
2021-01-12 05:21:43, Social News,N,2,3,1.0,2021-01-12 05:21:43,40.0
2021-01-12 05:36:13,Utilities Photos Music Social News ,N,2,6,2.0,2021-01-12 05:36:13,77.0
2021-01-12 05:50:44,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-12 05:50:44,32.0
2021-01-12 06:05:14,Intelligence Email File Writing,G,3,4,2.0,2021-01-12 06:05:14,52.0
2021-01-12 06:19:45,Utilities Shopping News,P,1,3,0.5,2021-01-12 06:19:45,186.0
2021-01-12 06:34:16,News Shopping  Browsers Social ,P,1,6,1.0,2021-01-12 06:34:16,64.0
2021-01-12 06:48:46,Utilities News Social,N,2,3,1.0,2021-01-12 06:48:46,122.0
2021-01-12 07:03:17,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-12 07:03:17,156.0
2021-01-12 07:17:47,Utilities Shopping News,P,1,3,0.5,2021-01-12 07:17:47,74.0
2021-01-12 07:32:18,Utilities News Social,N,2,3,1.0,2021-01-12 07:32:18,170.0
2021-01-12 07:46:49,Utilities News Social,N,2,3,1.0,2021-01-12 07:46:49,159.0
2021-01-12 08:01:19,Calendar Email Utilities Portal,G,3,4,2.0,2021-01-12 08:01:19,91.0
2021-01-12 08:15:50,Utilities Shopping News,P,1,3,0.5,2021-01-12 08:15:50,139.0
2021-01-12 08:30:20,Intelligence Email File Writing,G,3,4,2.0,2021-01-12 08:30:20,125.0
2021-01-12 08:44:51,Utilities News Social,P,1,3,0.5,2021-01-12 08:44:51,83.0
2021-01-12 08:59:22,News Shopping  Browsers Social ,P,1,6,1.0,2021-01-12 08:59:22,96.0
2021-01-12 09:13:52,Intelligence Email File Writing,G,3,4,2.0,2021-01-12 09:13:52,22.0
2021-01-12 09:28:23,Calendar Email Utilities Utliities,G,3,4,2.0,2021-01-12 09:28:23,199.0
2021-01-12 09:42:53,Utilities News Social,P,1,3,0.5,2021-01-12 09:42:53,125.0
2021-01-12 09:57:24,Utilities News Social,N,2,3,1.0,2021-01-12 09:57:24,54.0
2021-01-12 10:11:55,Utilities News Social,N,2,3,1.0,2021-01-12 10:11:55,36.0
2021-01-12 10:26:25,Utilities News Social,P,1,3,0.5,2021-01-12 10:26:25,71.0
2021-01-12 10:40:56,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-12 10:40:56,104.0
2021-01-12 10:55:26,Utilities Photos Music Social News ,N,2,6,2.0,2021-01-12 10:55:26,59.0
2021-01-12 11:09:57,Utilities News Social,P,1,3,0.5,2021-01-12 11:09:57,43.0
2021-01-12 11:24:28,Utilities News Social,N,2,3,1.0,2021-01-12 11:24:28,143.0
2021-01-12 11:38:58,Calendar Email Utilities Portal,G,3,4,2.0,2021-01-12 11:38:58,13.0
2021-01-12 11:53:29,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-12 11:53:29,80.0
2021-01-12 12:07:59,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-12 12:07:59,166.0
2021-01-12 12:22:30, Social News,N,2,3,1.0,2021-01-12 12:22:30,70.0
2021-01-12 12:37:01,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-12 12:37:01,63.0
2021-01-12 12:51:31,Utilities Shopping News,P,1,3,0.5,2021-01-12 12:51:31,185.0
2021-01-12 13:06:02,Calendar Email Utilities Utliities,G,3,4,2.0,2021-01-12 13:06:02,40.0
2021-01-12 13:20:32,Utilities Shopping News,N,2,3,1.0,2021-01-12 13:20:32,49.0
2021-01-12 13:35:03,Utilities News Social,P,1,3,0.5,2021-01-12 13:35:03,10.0
2021-01-12 13:49:34,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2021-01-12 13:49:34,78.0
2021-01-12 14:04:04,Intelligence Email File Writing,G,3,4,2.0,2021-01-12 14:04:04,41.0
2021-01-12 14:18:35,Utilities News Social,P,1,3,0.5,2021-01-12 14:18:35,224.0
2021-01-12 14:33:05,Intelligence Email File Writing,G,3,4,2.0,2021-01-12 14:33:05,28.0
2021-01-12 14:47:36,Utilities Shopping News,P,1,3,0.5,2021-01-12 14:47:36,6.0
2021-01-12 15:02:07,Calendar Email Utilities Utliities,G,3,4,2.0,2021-01-12 15:02:07,73.0
2021-01-12 15:16:37,Utilities Shopping News,P,1,3,0.5,2021-01-12 15:16:37,5.0
2021-01-12 15:31:08,Utilities News Social,P,1,3,0.5,2021-01-12 15:31:08,32.0
2021-01-12 15:45:38,Utilities News Social,N,2,3,1.0,2021-01-12 15:45:38,97.0
2021-01-12 16:00:09,Utilities News Social,P,1,3,0.5,2021-01-12 16:00:09,31.0
2021-01-12 16:14:40,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2021-01-12 16:14:40,111.0
2021-01-12 16:29:10,Utilities News Social,P,1,3,0.5,2021-01-12 16:29:10,68.0
2021-01-12 16:43:41,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-12 16:43:41,39.0
2021-01-12 16:58:11,Intelligence Email File Writing,G,3,4,2.0,2021-01-12 16:58:11,142.0
2021-01-12 17:12:42,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-12 17:12:42,46.0
2021-01-12 17:27:13,Utilities News Social,N,2,3,1.0,2021-01-12 17:27:13,138.0
2021-01-12 17:41:43,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-12 17:41:43,13.0
2021-01-12 17:56:14,Intelligence Email File Writing,G,3,4,2.0,2021-01-12 17:56:14,5.0
2021-01-12 18:10:44, Social News,P,1,3,0.5,2021-01-12 18:10:44,190.0
2021-01-12 18:25:15, Social News,P,1,3,0.5,2021-01-12 18:25:15,45.0
2021-01-12 18:39:46, Social News,P,1,3,0.5,2021-01-12 18:39:46,82.0
2021-01-12 18:54:16,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-12 18:54:16,79.0
2021-01-12 19:08:47,Utilities News Social,P,1,3,0.5,2021-01-12 19:08:47,43.0
2021-01-12 19:23:17,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-12 19:23:17,69.0
2021-01-12 19:37:48,Utilities Shopping News,P,1,3,0.5,2021-01-12 19:37:48,69.0
2021-01-12 19:52:19, Social News,P,1,3,0.5,2021-01-12 19:52:19,57.0
2021-01-12 20:06:49,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-12 20:06:49,98.0
2021-01-12 20:21:20,Utilities Photos Music Social News ,N,2,6,2.0,2021-01-12 20:21:20,71.0
2021-01-12 20:35:50,Utilities Shopping News,N,2,3,1.0,2021-01-12 20:35:50,146.0
2021-01-12 20:50:21,Utilities Shopping News,P,1,3,0.5,2021-01-12 20:50:21,175.0
2021-01-12 21:04:52,Utilities Shopping News,P,1,3,0.5,2021-01-12 21:04:52,55.0
2021-01-12 21:19:22,Intelligence Email File Writing,G,3,4,2.0,2021-01-12 21:19:22,2.0
2021-01-12 21:33:53,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-12 21:33:53,60.0
2021-01-12 21:48:23,Utilities Photos Music Social News ,P,1,6,1.0,2021-01-12 21:48:23,114.0
2021-01-12 22:02:54,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-12 22:02:54,30.0
2021-01-12 22:17:25, Social News,P,1,3,0.5,2021-01-12 22:17:25,20.0
2021-01-12 22:31:55,Utilities Shopping News,N,2,3,1.0,2021-01-12 22:31:55,89.0
2021-01-12 22:46:26,Utilities Shopping News,P,1,3,0.5,2021-01-12 22:46:26,8.0
2021-01-12 23:00:56,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-12 23:00:56,92.0
2021-01-12 23:15:27,Utilities Shopping News,P,1,3,0.5,2021-01-12 23:15:27,1.0
2021-01-12 23:29:58,Calendar Email Utilities Utliities,G,3,4,2.0,2021-01-12 23:29:58,120.0
2021-01-12 23:44:28,Utilities Shopping News,N,2,3,1.0,2021-01-12 23:44:28,167.0
2021-01-12 23:58:59,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2021-01-12 23:58:59,340.0
2021-01-13 00:13:29,Calendar Email Utilities Portal,G,3,4,2.0,2021-01-13 00:13:29,71.0
2021-01-13 00:28:00,Utilities News Social,P,1,3,0.5,2021-01-13 00:28:00,109.0
2021-01-13 00:42:31,Utilities Shopping News,N,2,3,1.0,2021-01-13 00:42:31,6.0
2021-01-13 00:57:01,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-13 00:57:01,0.0
2021-01-13 01:11:32,Utilities News Social,P,1,3,0.5,2021-01-13 01:11:32,28.0
2021-01-13 01:26:02,Utilities Shopping News,N,2,3,1.0,2021-01-13 01:26:02,175.0
2021-01-13 01:40:33, Social News,P,1,3,0.5,2021-01-13 01:40:33,242.0
2021-01-13 01:55:04,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2021-01-13 01:55:04,131.0
2021-01-13 02:09:34, Social News,P,1,3,0.5,2021-01-13 02:09:34,133.0
2021-01-13 02:24:05,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-13 02:24:05,142.0
2021-01-13 02:38:35,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2021-01-13 02:38:35,24.0
2021-01-13 02:53:06, Social News,P,1,3,0.5,2021-01-13 02:53:06,59.0
2021-01-13 03:07:37, Social News,P,1,3,0.5,2021-01-13 03:07:37,138.0
2021-01-13 03:22:07,Utilities Photos Music Social News ,N,2,6,2.0,2021-01-13 03:22:07,56.0
2021-01-13 03:36:38,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-13 03:36:38,28.0
2021-01-13 03:51:08,Utilities News Social,N,2,3,1.0,2021-01-13 03:51:08,69.0
2021-01-13 04:05:39,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-13 04:05:39,34.0
2021-01-13 04:20:10,Calendar Email Utilities Utliities,G,3,4,2.0,2021-01-13 04:20:10,7.0
2021-01-13 04:34:40,Utilities News Social,N,2,3,1.0,2021-01-13 04:34:40,10.0
2021-01-13 04:49:11,Intelligence Email File Writing,G,3,4,2.0,2021-01-13 04:49:11,47.0
2021-01-13 05:03:41, Social News,P,1,3,0.5,2021-01-13 05:03:41,31.0
2021-01-13 05:18:12,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2021-01-13 05:18:12,86.0
2021-01-13 05:32:43, Social News,P,1,3,0.5,2021-01-13 05:32:43,203.0
2021-01-13 05:47:13,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-13 05:47:13,164.0
2021-01-13 06:01:44,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-13 06:01:44,72.0
2021-01-13 06:16:14,Calendar Email Utilities Portal,G,3,4,2.0,2021-01-13 06:16:14,108.0
2021-01-13 06:30:45,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2021-01-13 06:30:45,18.0
2021-01-13 06:45:16,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2021-01-13 06:45:16,100.0
2021-01-13 06:59:46, Social News,N,2,3,1.0,2021-01-13 06:59:46,97.0
2021-01-13 07:14:17,Utilities News Social,N,2,3,1.0,2021-01-13 07:14:17,23.0
2021-01-13 07:28:47,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-13 07:28:47,55.0
2021-01-13 07:43:18, Social News,P,1,3,0.5,2021-01-13 07:43:18,91.0
2021-01-13 07:57:49,Utilities News Social,P,1,3,0.5,2021-01-13 07:57:49,146.0
2021-01-13 08:12:19,Message NMU Portal Email Writing,G,3,5,2.5,2021-01-13 08:12:19,204.0
2021-01-13 08:26:50,Utilities Shopping News,P,1,3,0.5,2021-01-13 08:26:50,140.0
2021-01-13 08:41:20,News Shopping  Browsers Social ,P,1,6,1.0,2021-01-13 08:41:20,48.0
