start_timestamp,sequence,cat,class_product,size,class_weight,seconds
2021-01-12 18:39:46,Social News,P,1,3,0.5,82
2021-01-12 18:54:16,Message NMU Portal Email Writing,G,3,5,2.5,79
2021-01-12 19:08:47,Utilities News Social,P,1,3,0.5,43
2021-01-12 19:23:17,Message NMU Portal Email Writing,G,3,5,2.5,69
2021-01-12 19:37:48,Utilities Shopping News,P,1,3,0.5,69
2021-01-12 19:52:19,Social News,P,1,3,0.5,57
2021-01-12 20:06:49,Message NMU Portal Email Writing,G,3,5,2.5,98
2021-01-12 20:21:20,Utilities Photos Music Social News,N,2,6,2,71
2021-01-12 20:35:50,Utilities Shopping News,N,2,3,1,146
2021-01-12 20:50:21,Utilities Shopping News,P,1,3,0.5,175
2021-01-12 21:04:52,Utilities Shopping News,P,1,3,0.5,55
2021-01-12 21:19:22,Intelligence Email File Writing,G,3,4,2,2
2021-01-12 21:33:53,Utilities Photos Music Social News,P,1,6,1,60
2021-01-12 21:48:23,Utilities Photos Music Social News,P,1,6,1,114
2021-01-12 22:02:54,Message NMU Portal Email Writing,G,3,5,2.5,30
2021-01-12 22:17:25,Social News,P,1,3,0.5,20
2021-01-12 22:31:55,Utilities Shopping News,N,2,3,1,89
2021-01-12 22:46:26,Utilities Shopping News,P,1,3,0.5,8
2021-01-12 23:00:56,Presentation Meeting Email Project Email Utilities,G,3,6,3,92
2021-01-12 23:15:27,Utilities Shopping News,P,1,3,0.5,1
2021-01-12 23:29:58,Calendar Email Utilities Utliities,G,3,4,2,120
2021-01-12 23:44:28,Utilities Shopping News,N,2,3,1,167
2021-01-12 23:58:59,Search Shopping Social Utilities,P,1,4,0.6666666667,340
2021-01-13 00:13:29,Calendar Email Utilities Portal,G,3,4,2,71
2021-01-13 00:28:00,Utilities News Social,P,1,3,0.5,109
2021-01-13 00:42:31,Utilities Shopping News,N,2,3,1,6
2021-01-13 00:57:01,Search Shopping Social Utilities,N,2,4,1.333333333,0
2021-01-13 01:11:32,Utilities News Social,P,1,3,0.5,28
2021-01-13 01:26:02,Utilities Shopping News,N,2,3,1,175
2021-01-13 01:40:33,Social News,P,1,3,0.5,242
2021-01-13 01:55:04,Search Shopping Social Utilities,P,1,4,0.6666666667,131
2021-01-13 02:09:34,Social News,P,1,3,0.5,133
2021-01-13 02:24:05,Presentation Meeting Email Project Email Utilities,G,3,6,3,142
2021-01-13 02:38:35,Presentation Meeting Email Project Email Utilities,G,3,6,3,24
2021-01-13 02:53:06,Social News,P,1,3,0.5,59
2021-01-13 03:07:37,Social News,P,1,3,0.5,138
2021-01-13 03:22:07,Utilities Photos Music Social News,N,2,6,2,56
2021-01-13 03:36:38,Search Shopping Social Utilities,N,2,4,1.333333333,28
2021-01-13 03:51:08,Utilities News Social,N,2,3,1,69
2021-01-13 04:05:39,Message NMU Portal Email Writing,G,3,5,2.5,34
2021-01-13 04:20:10,Calendar Email Utilities Utliities,G,3,4,2,7
2021-01-13 04:34:40,Utilities News Social,N,2,3,1,10
2021-01-13 04:49:11,Intelligence Email File Writing,G,3,4,2,47
2021-01-13 05:03:41,Social News,P,1,3,0.5,31
2021-01-13 05:18:12,Spreadsheet Utilities Browsers Email,G,3,5,2.5,86
2021-01-13 05:32:43,Social News,P,1,3,0.5,203
2021-01-13 05:47:13,Message NMU Portal Email Writing,G,3,5,2.5,164
2021-01-13 06:01:44,Message NMU Portal Email Writing,G,3,5,2.5,72
2021-01-13 06:16:14,Calendar Email Utilities Portal,G,3,4,2,108
2021-01-13 06:30:45,Search Shopping Social Utilities,N,2,4,1.333333333,18
2021-01-13 06:45:16,Spreadsheet Utilities Browsers Email,G,3,5,2.5,100
2021-01-13 06:59:46,Social News,N,2,3,1,97
2021-01-13 07:14:17,Utilities News Social,N,2,3,1,23
2021-01-13 07:28:47,Message NMU Portal Email Writing,G,3,5,2.5,55
2021-01-13 07:43:18,Social News,P,1,3,0.5,91
2021-01-13 07:57:49,Utilities News Social,P,1,3,0.5,146
2021-01-13 08:12:19,Message NMU Portal Email Writing,G,3,5,2.5,204
2021-01-13 08:26:50,Utilities Shopping News,P,1,3,0.5,140
2021-01-13 08:41:20,News Shopping  Browsers Social,P,1,6,1,48
2021-01-13 08:55:51,Utilities News Social,N,2,3,1,26
2021-01-13 09:10:22,Utilities Shopping News,P,1,3,0.5,152
2021-01-13 09:24:52,News Shopping  Browsers Social,P,1,6,1,195
2021-01-13 09:39:23,Social News,P,1,3,0.5,49
2021-01-13 09:53:53,News Shopping  Browsers Social,P,1,6,1,5
2021-01-13 10:08:24,Social News,N,2,3,1,132
2021-01-13 10:22:55,Search Shopping Social Utilities,N,2,4,1.333333333,89
2021-01-13 10:37:25,Social News,N,2,3,1,69
2021-01-13 10:51:56,Utilities News Social,P,1,3,0.5,179
2021-01-13 11:06:26,Calendar Email Utilities Portal,G,3,4,2,60
2021-01-13 11:20:57,Presentation Meeting Email Project Email Utilities,G,3,6,3,103
2021-01-13 11:35:28,Search Shopping Social Utilities,N,2,4,1.333333333,26
2021-01-13 11:49:58,Spreadsheet Utilities Browsers Email,G,3,5,2.5,78
2021-01-13 12:04:29,News Shopping  Browsers Social,P,1,6,1,49
2021-01-13 12:18:59,Social News,N,2,3,1,228
2021-01-13 12:33:30,Utilities News Social,P,1,3,0.5,69
2021-01-13 12:48:01,Calendar Email Utilities Utliities,G,3,4,2,75
2021-01-13 13:02:31,Social News,P,1,3,0.5,24
2021-01-13 13:17:02,Social News,P,1,3,0.5,166
2021-01-13 13:31:32,Utilities News Social,P,1,3,0.5,9
2021-01-13 13:46:03,Intelligence Email File Writing,G,3,4,2,102
2021-01-13 14:00:34,Utilities News Social,P,1,3,0.5,70
2021-01-13 14:15:04,Message NMU Portal Email Writing,G,3,5,2.5,7
2021-01-13 14:29:35,Utilities News Social,N,2,3,1,7
2021-01-13 14:44:05,Intelligence Email File Writing,G,3,4,2,30
2021-01-13 14:58:36,Social News,P,1,3,0.5,158
2021-01-13 15:13:07,Search Shopping Social Utilities,P,1,4,0.6666666667,39
2021-01-13 15:27:37,Utilities News Social,N,2,3,1,25
2021-01-13 15:42:08,Spreadsheet Utilities Browsers Email,G,3,5,2.5,205
2021-01-13 15:56:38,Utilities News Social,N,2,3,1,62
2021-01-13 16:11:09,Presentation Meeting Email Project Email Utilities,G,3,6,3,87
2021-01-13 16:25:40,News Shopping  Browsers Social,P,1,6,1,81
2021-01-13 16:40:10,Social News,P,1,3,0.5,50
2021-01-13 16:54:41,Presentation Meeting Email Project Email Utilities,G,3,6,3,148
2021-01-13 17:09:11,Utilities Shopping News,N,2,3,1,34
2021-01-13 17:23:42,Message NMU Portal Email Writing,G,3,5,2.5,32
2021-01-13 17:38:13,Presentation Meeting Email Project Email Utilities,G,3,6,3,111
2021-01-13 17:52:43,Intelligence Email File Writing,G,3,4,2,160
2021-01-13 18:07:14,Social News,P,1,3,0.5,6
2021-01-13 18:21:44,Utilities Shopping News,N,2,3,1,92
2021-01-13 18:36:15,Presentation Meeting Email Project Email Utilities,G,3,6,3,75
2021-01-13 18:50:46,Utilities News Social,N,2,3,1,33
2021-01-13 19:05:16,Search Shopping Social Utilities,N,2,4,1.333333333,51
2021-01-13 19:19:47,Utilities Shopping News,N,2,3,1,104
2021-01-13 19:34:17,Intelligence Email File Writing,G,3,4,2,96
2021-01-13 19:48:48,Social News,P,1,3,0.5,95
2021-01-13 20:03:19,Utilities Photos Music Social News,P,1,6,1,76
2021-01-13 20:17:49,Search Shopping Social Utilities,N,2,4,1.333333333,9
2021-01-13 20:32:20,Search Shopping Social Utilities,P,1,4,0.6666666667,7
2021-01-13 20:46:50,News Shopping  Browsers Social,P,1,6,1,22
2021-01-13 21:01:21,Social News,N,2,3,1,223
2021-01-13 21:15:52,Calendar Email Utilities Portal,G,3,4,2,161
2021-01-13 21:30:22,Intelligence Email File Writing,G,3,4,2,22
2021-01-13 21:44:53,Social News,P,1,3,0.5,75
2021-01-13 21:59:23,Utilities Shopping News,P,1,3,0.5,17
2021-01-13 22:13:54,Spreadsheet Utilities Browsers Email,G,3,5,2.5,100
2021-01-13 22:28:25,Utilities News Social,P,1,3,0.5,15
2021-01-13 22:42:55,Utilities News Social,N,2,3,1,160
2021-01-13 22:57:26,Social News,N,2,3,1,74
2021-01-13 23:11:56,Utilities Shopping News,N,2,3,1,21
2021-01-13 23:26:27,Utilities News Social,P,1,3,0.5,203
2021-01-13 23:40:58,Utilities Photos Music Social News,N,2,6,2,46
2021-01-13 23:55:28,Utilities News Social,N,2,3,1,60
2021-01-14 00:09:59,Utilities Shopping News,N,2,3,1,77
2021-01-14 00:24:29,Social News,N,2,3,1,18
2021-01-14 00:39:00,Social News,N,2,3,1,113
2021-01-14 00:53:31,Social News,P,1,3,0.5,63
2021-01-14 01:08:01,Search Shopping Social Utilities,P,1,4,0.6666666667,55
2021-01-14 01:22:32,Presentation Meeting Email Project Email Utilities,G,3,6,3,42
2021-01-14 01:37:02,Utilities Shopping News,P,1,3,0.5,117
2021-01-14 01:51:33,News Shopping  Browsers Social,N,2,6,2,25
2021-01-14 02:06:04,Utilities Shopping News,P,1,3,0.5,98
2021-01-14 02:20:34,Utilities Shopping News,P,1,3,0.5,179
2021-01-14 02:35:05,Intelligence Email File Writing,G,3,4,2,143
2021-01-14 02:49:35,Utilities News Social,P,1,3,0.5,109
2021-01-14 03:04:06,Spreadsheet Utilities Browsers Email,G,3,5,2.5,3
2021-01-14 03:18:37,Search Shopping Social Utilities,P,1,4,0.6666666667,98
2021-01-14 03:33:07,Presentation Meeting Email Project Email Utilities,G,3,6,3,176
2021-01-14 03:47:38,Utilities Shopping News,N,2,3,1,79
2021-01-14 04:02:08,Utilities Shopping News,P,1,3,0.5,89
2021-01-14 04:16:39,Calendar Email Utilities Portal,G,3,4,2,87
2021-01-14 04:31:10,Utilities News Social,N,2,3,1,46
2021-01-14 04:45:40,Social News,N,2,3,1,37
2021-01-14 05:00:11,Utilities News Social,N,2,3,1,77
2021-01-14 05:14:41,Utilities News Social,N,2,3,1,19
2021-01-14 05:29:12,Utilities Shopping News,P,1,3,0.5,13
2021-01-14 05:43:43,Utilities Shopping News,P,1,3,0.5,153
2021-01-14 05:58:13,Utilities Shopping News,N,2,3,1,61
2021-01-14 06:12:44,Message NMU Portal Email Writing,G,3,5,2.5,46
2021-01-14 06:27:14,Utilities News Social,N,2,3,1,36
2021-01-14 06:41:45,Message NMU Portal Email Writing,G,3,5,2.5,15
2021-01-14 06:56:16,Utilities Photos Music Social News,N,2,6,2,100
2021-01-14 07:10:46,Search Shopping Social Utilities,N,2,4,1.333333333,14
2021-01-14 07:25:17,Intelligence Email File Writing,G,3,4,2,83
2021-01-14 07:39:47,Utilities Photos Music Social News,P,1,6,1,113
2021-01-14 07:54:18,Intelligence Email File Writing,G,3,4,2,93
2021-01-14 08:08:49,Utilities News Social,P,1,3,0.5,150
2021-01-14 08:23:19,Social News,P,1,3,0.5,19
2021-01-14 08:37:50,Utilities News Social,N,2,3,1,20
2021-01-14 08:52:20,Utilities News Social,N,2,3,1,29
2021-01-14 09:06:51,Utilities News Social,N,2,3,1,79
2021-01-14 09:21:22,Utilities News Social,P,1,3,0.5,106
2021-01-14 09:35:52,Message NMU Portal Email Writing,G,3,5,2.5,27
2021-01-14 09:50:23,Utilities Shopping News,P,1,3,0.5,71
2021-01-14 10:04:53,Utilities Photos Music Social News,N,2,6,2,42
2021-01-14 10:19:24,Utilities News Social,P,1,3,0.5,13
2021-01-14 10:33:55,Social News,N,2,3,1,62
2021-01-14 10:48:25,Utilities News Social,P,1,3,0.5,168
2021-01-14 11:02:56,Utilities Shopping News,N,2,3,1,76
2021-01-14 11:17:26,Presentation Meeting Email Project Email Utilities,G,3,6,3,113
2021-01-14 11:31:57,Utilities Photos Music Social News,P,1,6,1,132
2021-01-14 11:46:28,Utilities News Social,P,1,3,0.5,118
2021-01-14 12:00:58,Utilities News Social,P,1,3,0.5,221
2021-01-14 12:15:29,Social News,P,1,3,0.5,148
2021-01-14 12:29:59,Utilities Photos Music Social News,P,1,6,1,75
2021-01-14 12:44:30,Social News,P,1,3,0.5,42
2021-01-14 12:59:01,Utilities News Social,N,2,3,1,56
2021-01-14 13:13:31,Utilities News Social,P,1,3,0.5,157
2021-01-14 13:28:02,Utilities Shopping News,N,2,3,1,129
2021-01-14 13:42:32,Utilities News Social,N,2,3,1,156
2021-01-14 13:57:03,Search Shopping Social Utilities,N,2,4,1.333333333,16
2021-01-14 14:11:34,Intelligence Email File Writing,G,3,4,2,69
2021-01-14 14:26:04,Utilities News Social,N,2,3,1,127
2021-01-14 14:40:35,Social News,P,1,3,0.5,87
2021-01-14 14:55:05,Utilities Shopping News,P,1,3,0.5,61
2021-01-14 15:09:36,Message NMU Portal Email Writing,G,3,5,2.5,106
2021-01-14 15:24:07,Utilities Shopping News,P,1,3,0.5,36
2021-01-14 15:38:37,Presentation Meeting Email Project Email Utilities,G,3,6,3,141
2021-01-14 15:53:08,News Shopping  Browsers Social,N,2,6,2,67
2021-01-14 16:07:38,Intelligence Email File Writing,G,3,4,2,44
2021-01-14 16:22:09,Message NMU Portal Email Writing,G,3,5,2.5,72
2021-01-14 16:36:40,Utilities Shopping News,N,2,3,1,114
2021-01-14 16:51:10,Spreadsheet Utilities Browsers Email,G,3,5,2.5,45
2021-01-14 17:05:41,Utilities Shopping News,P,1,3,0.5,9
2021-01-14 17:20:11,Search Shopping Social Utilities,N,2,4,1.333333333,11
2021-01-14 17:34:42,Utilities Photos Music Social News,N,2,6,2,4
2021-01-14 17:49:13,Utilities Photos Music Social News,N,2,6,2,35
2021-01-14 18:03:43,Social News,P,1,3,0.5,109
2021-01-14 18:18:14,Social News,N,2,3,1,182
2021-01-14 18:32:44,Presentation Meeting Email Project Email Utilities,G,3,6,3,104
2021-01-14 18:47:15,Utilities Photos Music Social News,P,1,6,1,100
2021-01-14 19:01:46,Utilities Shopping News,N,2,3,1,39
2021-01-14 19:16:16,Search Shopping Social Utilities,P,1,4,0.6666666667,28
2021-01-14 19:30:47,Search Shopping Social Utilities,P,1,4,0.6666666667,168
2021-01-14 19:45:17,Utilities News Social,P,1,3,0.5,113
2021-01-14 19:59:48,Intelligence Email File Writing,G,3,4,2,124
2021-01-14 20:14:19,Social News,P,1,3,0.5,10
2021-01-14 20:28:49,Utilities Photos Music Social News,N,2,6,2,12
2021-01-14 20:43:20,Utilities News Social,P,1,3,0.5,172
2021-01-14 20:57:50,Utilities Shopping News,P,1,3,0.5,12
2021-01-14 21:12:21,Utilities News Social,P,1,3,0.5,99
2021-01-14 21:26:52,Presentation Meeting Email Project Email Utilities,G,3,6,3,142
2021-01-14 21:41:22,News Shopping  Browsers Social,N,2,6,2,3
2021-01-14 21:55:53,Intelligence Email File Writing,G,3,4,2,65
2021-01-14 22:10:23,News Shopping  Browsers Social,N,2,6,2,20
2021-01-14 22:24:54,Social News,P,1,3,0.5,75
2021-01-14 22:39:25,Utilities Shopping News,P,1,3,0.5,87
2021-01-14 22:53:55,Utilities Photos Music Social News,P,1,6,1,77
2021-01-14 23:08:26,News Shopping  Browsers Social,P,1,6,1,32
2021-01-14 23:22:56,Utilities News Social,N,2,3,1,18
2021-01-14 23:37:27,Utilities Shopping News,P,1,3,0.5,95
2021-01-14 23:51:58,Presentation Meeting Email Project Email Utilities,G,3,6,3,34
2021-01-15 00:06:28,News Shopping  Browsers Social,N,2,6,2,0
2021-01-15 00:20:59,Message NMU Portal Email Writing,G,3,5,2.5,108
2021-01-15 00:35:29,Utilities Shopping News,P,1,3,0.5,8
2021-01-15 00:50:00,Message NMU Portal Email Writing,G,3,5,2.5,82
2021-01-15 01:04:31,Social News,P,1,3,0.5,129
2021-01-15 01:19:01,Search Shopping Social Utilities,P,1,4,0.6666666667,39
2021-01-15 01:33:32,Social News,P,1,3,0.5,126
2021-01-15 01:48:02,Utilities News Social,N,2,3,1,45
2021-01-15 02:02:33,Utilities Shopping News,P,1,3,0.5,23
2021-01-15 02:17:04,Utilities News Social,N,2,3,1,107
2021-01-15 02:31:34,Search Shopping Social Utilities,P,1,4,0.6666666667,90
2021-01-15 02:46:05,Message NMU Portal Email Writing,G,3,5,2.5,121
2021-01-15 03:00:35,Utilities Shopping News,P,1,3,0.5,71
2021-01-15 03:15:06,News Shopping  Browsers Social,P,1,6,1,189
2021-01-15 03:29:37,Presentation Meeting Email Project Email Utilities,G,3,6,3,20
2021-01-15 03:44:07,Utilities News Social,P,1,3,0.5,158
2021-01-15 03:58:38,Search Shopping Social Utilities,N,2,4,1.333333333,110
2021-01-15 04:13:08,Spreadsheet Utilities Browsers Email,G,3,5,2.5,111
2021-01-15 04:27:39,Social News,P,1,3,0.5,34
2021-01-15 04:42:10,Utilities News Social,N,2,3,1,4
2021-01-15 04:56:40,Message NMU Portal Email Writing,G,3,5,2.5,109
2021-01-15 05:11:11,Utilities News Social,P,1,3,0.5,27
2021-01-15 05:25:41,Calendar Email Utilities Portal,G,3,4,2,9
2021-01-15 05:40:12,Utilities News Social,P,1,3,0.5,49
2021-01-15 05:54:43,News Shopping  Browsers Social,N,2,6,2,22
2021-01-15 06:09:13,Utilities News Social,N,2,3,1,12
2021-01-15 06:23:44,Calendar Email Utilities Portal,G,3,4,2,26
2021-01-15 06:38:14,Utilities News Social,N,2,3,1,57
2021-01-15 06:52:45,Message NMU Portal Email Writing,G,3,5,2.5,72
2021-01-15 07:07:16,Spreadsheet Utilities Browsers Email,G,3,5,2.5,69
2021-01-15 07:21:46,Social News,P,1,3,0.5,31
2021-01-15 07:36:17,Utilities Shopping News,N,2,3,1,69
2021-01-15 07:50:47,Social News,N,2,3,1,78
2021-01-15 08:05:18,Utilities Photos Music Social News,P,1,6,1,123
2021-01-15 08:19:49,Utilities Shopping News,P,1,3,0.5,184
2021-01-15 08:34:19,Presentation Meeting Email Project Email Utilities,G,3,6,3,85
2021-01-15 08:48:50,Utilities News Social,P,1,3,0.5,63
2021-01-15 09:03:20,Utilities Shopping News,N,2,3,1,151
2021-01-15 09:17:51,Utilities News Social,N,2,3,1,34
2021-01-15 09:32:22,Social News,P,1,3,0.5,119
2021-01-15 09:46:52,Social News,P,1,3,0.5,56
2021-01-15 10:01:23,Calendar Email Utilities Portal,G,3,4,2,208
2021-01-15 10:15:53,Utilities Shopping News,N,2,3,1,64
2021-01-15 10:30:24,Presentation Meeting Email Project Email Utilities,G,3,6,3,9
2021-01-15 10:44:55,Utilities Shopping News,N,2,3,1,5
2021-01-15 10:59:25,Search Shopping Social Utilities,N,2,4,1.333333333,284
2021-01-15 11:13:56,Utilities Shopping News,N,2,3,1,104
2021-01-15 11:28:26,Utilities Shopping News,N,2,3,1,57
2021-01-15 11:42:57,Utilities News Social,P,1,3,0.5,119
2021-01-15 11:57:28,Utilities Photos Music Social News,P,1,6,1,92
2021-01-15 12:11:58,Social News,N,2,3,1,87
2021-01-15 12:26:29,Social News,P,1,3,0.5,3
2021-01-15 12:40:59,News Shopping  Browsers Social,P,1,6,1,11
2021-01-15 12:55:30,Intelligence Email File Writing,G,3,4,2,45
2021-01-15 13:10:01,Utilities Shopping News,P,1,3,0.5,116
2021-01-15 13:24:31,Utilities News Social,P,1,3,0.5,47
2021-01-15 13:39:02,Spreadsheet Utilities Browsers Email,G,3,5,2.5,61
2021-01-15 13:53:32,News Shopping  Browsers Social,N,2,6,2,144
2021-01-15 14:08:03,Utilities News Social,N,2,3,1,31
2021-01-15 14:22:34,Social News,N,2,3,1,65
2021-01-15 14:37:04,Message NMU Portal Email Writing,G,3,5,2.5,40
2021-01-15 14:51:35,Message NMU Portal Email Writing,G,3,5,2.5,88
2021-01-15 15:06:05,Presentation Meeting Email Project Email Utilities,G,3,6,3,201
2021-01-15 15:20:36,Calendar Email Utilities Portal,G,3,4,2,4
2021-01-15 15:35:07,Utilities Shopping News,P,1,3,0.5,154
2021-01-15 15:49:37,Search Shopping Social Utilities,N,2,4,1.333333333,108
2021-01-15 16:04:08,Utilities Photos Music Social News,N,2,6,2,87
2021-01-15 16:18:38,Utilities News Social,N,2,3,1,3
2021-01-15 16:33:09,Utilities Shopping News,N,2,3,1,214
2021-01-15 16:47:40,Calendar Email Utilities Utliities,G,3,4,2,159
2021-01-15 17:02:10,Calendar Email Utilities Utliities,G,3,4,2,107
2021-01-15 17:16:41,Message NMU Portal Email Writing,G,3,5,2.5,30
2021-01-15 17:31:11,Calendar Email Utilities Utliities,G,3,4,2,8
2021-01-15 17:45:42,Intelligence Email File Writing,G,3,4,2,37
2021-01-15 18:00:13,Presentation Meeting Email Project Email Utilities,G,3,6,3,42
2021-01-15 18:14:43,News Shopping  Browsers Social,N,2,6,2,146
2021-01-15 18:29:14,News Shopping  Browsers Social,N,2,6,2,47
2021-01-15 18:43:44,Calendar Email Utilities Portal,G,3,4,2,28
2021-01-15 18:58:15,Social News,P,1,3,0.5,137
2021-01-15 19:12:46,Utilities News Social,N,2,3,1,144
2021-01-15 19:27:16,Utilities Shopping News,P,1,3,0.5,153
2021-01-15 19:41:47,Utilities Shopping News,N,2,3,1,30
2021-01-15 19:56:17,Utilities Shopping News,N,2,3,1,20
2021-01-15 20:10:48,Message NMU Portal Email Writing,G,3,5,2.5,77
2021-01-15 20:25:19,Message NMU Portal Email Writing,G,3,5,2.5,47
2021-01-15 20:39:49,Social News,N,2,3,1,142
2021-01-15 20:54:20,Presentation Meeting Email Project Email Utilities,G,3,6,3,148
2021-01-15 21:08:50,Presentation Meeting Email Project Email Utilities,G,3,6,3,95
2021-01-15 21:23:21,Utilities Shopping News,N,2,3,1,102
2021-01-15 21:37:52,Social News,N,2,3,1,55
2021-01-15 21:52:22,Utilities News Social,N,2,3,1,43
2021-01-15 22:06:53,Utilities News Social,P,1,3,0.5,40
2021-01-15 22:21:23,Utilities Shopping News,N,2,3,1,51
2021-01-15 22:35:54,Utilities News Social,P,1,3,0.5,3
2021-01-15 22:50:25,Utilities Shopping News,N,2,3,1,27
2021-01-15 23:04:55,News Shopping  Browsers Social,N,2,6,2,37
2021-01-15 23:19:26,Social News,N,2,3,1,117
2021-01-15 23:33:56,Intelligence Email File Writing,G,3,4,2,5
2021-01-15 23:48:27,Search Shopping Social Utilities,N,2,4,1.333333333,4
2021-01-16 00:02:58,Utilities Shopping News,N,2,3,1,111
2021-01-16 00:17:28,Utilities News Social,P,1,3,0.5,58
2021-01-16 00:31:59,Search Shopping Social Utilities,N,2,4,1.333333333,36
2021-01-16 00:46:29,News Shopping  Browsers Social,N,2,6,2,107
2021-01-16 01:01:00,Utilities News Social,P,1,3,0.5,157
2021-01-16 01:15:31,News Shopping  Browsers Social,P,1,6,1,53
2021-01-16 01:30:01,Utilities Shopping News,N,2,3,1,27
2021-01-16 01:44:32,Calendar Email Utilities Utliities,G,3,4,2,164
2021-01-16 01:59:02,Social News,N,2,3,1,115
2021-01-16 02:13:33,Utilities News Social,P,1,3,0.5,108
2021-01-16 02:28:04,Calendar Email Utilities Utliities,G,3,4,2,128
2021-01-16 02:42:34,Utilities Shopping News,P,1,3,0.5,133
2021-01-16 02:57:05,Intelligence Email File Writing,G,3,4,2,131
2021-01-16 03:11:35,Message NMU Portal Email Writing,G,3,5,2.5,150
2021-01-16 03:26:06,Search Shopping Social Utilities,P,1,4,0.6666666667,59
2021-01-16 03:40:37,Utilities Photos Music Social News,P,1,6,1,55
2021-01-16 03:55:07,Utilities News Social,P,1,3,0.5,22
2021-01-16 04:09:38,Message NMU Portal Email Writing,G,3,5,2.5,76
2021-01-16 04:24:08,Presentation Meeting Email Project Email Utilities,G,3,6,3,10
2021-01-16 04:38:39,Spreadsheet Utilities Browsers Email,G,3,5,2.5,127
2021-01-16 04:53:10,Intelligence Email File Writing,G,3,4,2,10
2021-01-16 05:07:40,Intelligence Email File Writing,G,3,4,2,137
2021-01-16 05:22:11,Presentation Meeting Email Project Email Utilities,G,3,6,3,16
2021-01-16 05:36:41,Message NMU Portal Email Writing,G,3,5,2.5,126
2021-01-16 05:51:12,Utilities Shopping News,P,1,3,0.5,71
2021-01-16 06:05:43,Presentation Meeting Email Project Email Utilities,G,3,6,3,6
2021-01-16 06:20:13,Social News,P,1,3,0.5,22
2021-01-16 06:34:44,Utilities Photos Music Social News,P,1,6,1,62
2021-01-16 06:49:14,Intelligence Email File Writing,G,3,4,2,74
2021-01-16 07:03:45,Utilities Shopping News,N,2,3,1,16
2021-01-16 07:18:16,Social News,P,1,3,0.5,190
2021-01-16 07:32:46,Presentation Meeting Email Project Email Utilities,G,3,6,3,92
2021-01-16 07:47:17,Search Shopping Social Utilities,P,1,4,0.6666666667,98
2021-01-16 08:01:47,Message NMU Portal Email Writing,G,3,5,2.5,99
2021-01-16 08:16:18,Social News,P,1,3,0.5,140
2021-01-16 08:30:49,Utilities Shopping News,N,2,3,1,21
2021-01-16 08:45:19,Utilities Photos Music Social News,P,1,6,1,58
2021-01-16 08:59:50,Utilities Photos Music Social News,N,2,6,2,121
2021-01-16 09:14:20,Message NMU Portal Email Writing,G,3,5,2.5,4
2021-01-16 09:28:51,News Shopping  Browsers Social,P,1,6,1,147
2021-01-16 09:43:22,Calendar Email Utilities Utliities,G,3,4,2,206
2021-01-16 09:57:52,Utilities Shopping News,P,1,3,0.5,43
2021-01-16 10:12:23,News Shopping  Browsers Social,P,1,6,1,131
2021-01-16 10:26:53,Calendar Email Utilities Portal,G,3,4,2,98
2021-01-16 10:41:24,Utilities Shopping News,P,1,3,0.5,238
2021-01-16 10:55:55,Social News,N,2,3,1,110
2021-01-16 11:10:25,Presentation Meeting Email Project Email Utilities,G,3,6,3,32
2021-01-16 11:24:56,Social News,P,1,3,0.5,91
2021-01-16 11:39:26,Utilities Shopping News,N,2,3,1,24
2021-01-16 11:53:57,Intelligence Email File Writing,G,3,4,2,86
2021-01-16 12:08:28,Utilities News Social,P,1,3,0.5,93
2021-01-16 12:22:58,Search Shopping Social Utilities,N,2,4,1.333333333,69
2021-01-16 12:37:29,Presentation Meeting Email Project Email Utilities,G,3,6,3,16
2021-01-16 12:51:59,Utilities Shopping News,P,1,3,0.5,219
2021-01-16 13:06:30,Message NMU Portal Email Writing,G,3,5,2.5,111
2021-01-16 13:21:01,Presentation Meeting Email Project Email Utilities,G,3,6,3,23
2021-01-16 13:35:31,Social News,N,2,3,1,25
2021-01-16 13:50:02,Utilities News Social,N,2,3,1,72
2021-01-16 14:04:32,Search Shopping Social Utilities,N,2,4,1.333333333,60
2021-01-16 14:19:03,Utilities News Social,N,2,3,1,241
2021-01-16 14:33:34,Utilities News Social,P,1,3,0.5,149
2021-01-16 14:48:04,Utilities News Social,N,2,3,1,147
2021-01-16 15:02:35,Utilities News Social,N,2,3,1,112
2021-01-16 15:17:05,Utilities News Social,P,1,3,0.5,78
2021-01-16 15:31:36,Utilities Shopping News,N,2,3,1,15
2021-01-16 15:46:07,Social News,P,1,3,0.5,24
2021-01-16 16:00:37,Social News,P,1,3,0.5,0
2021-01-16 16:15:08,Utilities Shopping News,N,2,3,1,125
2021-01-16 16:29:38,Utilities Shopping News,P,1,3,0.5,11
2021-01-16 16:44:09,Utilities News Social,P,1,3,0.5,51
2021-01-16 16:58:40,Utilities News Social,P,1,3,0.5,156
2021-01-16 17:13:10,Message NMU Portal Email Writing,G,3,5,2.5,3
2021-01-16 17:27:41,Utilities Shopping News,N,2,3,1,33
2021-01-16 17:42:11,Calendar Email Utilities Utliities,G,3,4,2,99
2021-01-16 17:56:42,News Shopping  Browsers Social,P,1,6,1,78
2021-01-16 18:11:13,Utilities Photos Music Social News,P,1,6,1,0
2021-01-16 18:25:43,Social News,P,1,3,0.5,63
2021-01-16 18:40:14,Calendar Email Utilities Portal,G,3,4,2,206
2021-01-16 18:54:44,Presentation Meeting Email Project Email Utilities,G,3,6,3,193
